"reef_number","reef_id","latitude","long","replicate_reef","reef_name","reef_zone","reef_area_ha","reef_visibility","image_date","image_year","enterer_initials","entered_date","distance_mainland_km","number_reef_nearest_1","zone_reef_nearest_1","area_reef_nearest_1","distance_reef_nearest_1","number_reef_nearest_2","zone_reef_nearest_2","area_reef_nearest_2","reef_nearest_2","number_reef_nearest_3","zone_reef_nearest_3","area_reef_nearest_3","reef_nearest_3","patch_id","replicate_patch","patch_zone_colour","patch_zone_name","patch_perimeter_m","patch_area_m2","patch_rugosity","halo_id","halo_perimeter_m","halo_area_m2","halo_rugosity","halo_width_1","halo_width_2","halo_width_3","halo_width_4","halo_width_5","notes","old_zone","zone_broad","zone_broad_pre2003","inital_reserve_estab_year","reserve_age","image_month","image_season","imagery_used","halos_present","zone_specific","abs_latitude","log_distance_mainland_km","log10_patch_area_m2","halos_present_bin","zone_broad_adj","temp_sst","chl_log"
"21-214","R3025",21.1,152.076821,13,"Zodiac Reef","HPZ",3060.98,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.1,NA,NA,NA,"fished",298.939758300781,-0.44941127597514
"21-217","R4588",21.125,152.47202,1,"U/N Reef","MNPZ",58.77,"CC","19/05/10",2010,"AH","23/05/14",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","protected","fished",2003,7,5,"autumn",NA,NA,"young reserve",21.125,NA,NA,NA,"fished",298.917144775391,-0.0578636674847126
"21-220","R4420",21.15,152.142835,10,"U/N Reef","MNPZ",395.86,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",21.15,NA,NA,NA,"protected",298.899963378906,-0.44941127597514
"21-221","R4422",21.15,152.432226,12,"U/N Reef","MNPZ",438.47,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","protected","fished",2003,6,NA,NA,NA,NA,"young reserve",21.15,NA,NA,NA,"fished",298.916595458984,-0.0578636674847126
"21-222","R4421",21.15,152.307162,11,"U/N Reef","PZ",178.57,"CC","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","PZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",21.15,NA,NA,NA,"protected",298.9169921875,-0.194248377850577
"21-225","R3048",21.2,152.095118,12,"U/N Reef","HPZ",130.73,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.2,NA,NA,NA,"fished",298.839904785156,-0.898899678418788
"21-231","R3050",21.2,152.315149,14,"U/N Reef","MNPZ",138.32,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",21.2,NA,NA,NA,"protected",298.875122070312,-0.000581942117726678
"21-232","R3052",21.2,152.498534,16,"U/N Reef","HPZ",51.58,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.2,NA,NA,NA,"fished",298.867065429688,-0.0810213308522164
"21-236","R3051",21.2,152.371083,15,"U/N Reef","MNPZ",3201.97,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","protected","fished",2003,6,NA,NA,NA,NA,"young reserve",21.2,NA,NA,NA,"fished",298.872711181641,-0.000581942117726678
"21-238","R4435",21.25,152.516758,12,"U/N Reef","HPZ",1042.87,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.25,NA,NA,NA,"fished",298.813598632812,0.874006484838443
"21-239","R4434",21.25,152.274815,11,"U/N Reef","HPZ",1113.41,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.25,NA,NA,NA,"fished",298.834869384766,-0.000581942117726678
"21-242A","R3066",21.3,152.236215,12,"U/N Reef","HPZ",222.59,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.3,NA,NA,NA,"fished",298.795318603516,-0.235113074540333
"21-242B","R3065",21.3,152.220398,11,"U/N Reef","HPZ",21.14,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.3,NA,NA,NA,"fished",298.795318603516,-0.235113074540333
"21-243","R3064",21.3,152.049946,10,"U/N Reef","HPZ",298.02,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.3,NA,NA,NA,"fished",298.730529785156,-0.844666738563389
"21-245","R3067",21.3,152.443052,13,"U/N Reef","HPZ",470.06,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.3,NA,NA,NA,"fished",298.778778076172,-0.263719604510474
"21-247","R4446",21.35,152.159292,11,"U/N Reef","HPZ",1564.02,"BR","2009",2009,"AH","18/12/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.35,NA,NA,NA,"fished",298.752838134766,-1.07628771114985
"21-248","R4447",21.35,152.21615,12,"U/N Reef","HPZ",212.7,"BR","2009",2009,"AH","18/12/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.35,NA,NA,NA,"fished",298.759613037109,0.0596662823096142
"21-249","R4450",21.35,152.325229,15,"U/N Reef","HPZ",612.89,"BR","2009",2009,"AH","18/12/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.35,NA,NA,NA,"fished",298.755615234375,0.0028291822294445
"21-252","R4448",21.35,152.249189,13,"U/N Reef","HPZ",142.03,"BR","2009",2009,"AH","18/12/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.35,NA,NA,NA,"fished",298.759613037109,0.0596662823096142
"21-253","R4449",21.35,152.289576,14,"U/N Reef","HPZ",893.65,"BR","2009",2009,"AH","18/12/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.35,NA,NA,NA,"fished",298.760833740234,0.0028291822294445
"21-254","R4451",21.35,152.349834,16,"U/N Reef","HPZ",185.46,"BR","2009",2009,"AH","18/12/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.35,NA,NA,NA,"fished",298.755615234375,-0.259090542646326
"21-256","R4452",21.35,152.484951,17,"U/N Reef","MNPZ",940.2,"BR","2009",2009,"AH","18/12/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",21.35,NA,NA,NA,"protected",298.720581054688,0.772458245531135
"21-260","R3078",21.4,152.250459,10,"U/N Reef","HPZ",2416.9,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.4,NA,NA,NA,"fished",298.723815917969,0.0028291822294445
"21-266","R4459",21.45,152.123712,5,"U/N Reef","HPZ",936.05,"BR","2009",2009,"AH","18/12/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.45,NA,NA,NA,"fished",298.675323486328,-0.047548051886818
"21-267","R4464",21.45,152.404341,10,"U/N Reef","HPZ",209.88,"BR","2009",2009,"AH","18/12/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.45,NA,NA,NA,"fished",298.641479492188,0.456620029539893
"21-272","R3090",21.5,152.207433,11,"U/N Reef","GUZ",232.64,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.5,NA,NA,NA,"fished",298.653564453125,-0.909483959726999
"21-274","R4410",21.05,152.620963,16,"Perkins Reef","MNPZ",795.07,"BR","2009",2009,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","protected","fished",2003,6,NA,NA,NA,NA,"young reserve",21.05,NA,NA,NA,"fished",299.041229248047,-0.111987056567524
"21-278","R3033",21.1,152.547811,21,"U/N Reef","MNPZ",355.68,"BR, CC","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","protected","fished",2003,6,NA,NA,NA,NA,"young reserve",21.1,NA,NA,NA,"fished",298.971923828125,0.577607268462975
"21-280","R3036",21.1,152.779846,24,"Elusive Reef","MNPZ",3463.67,"BR, CC","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",21.1,NA,NA,NA,"protected",299.040863037109,1.04643283143254
"21-281","R3034",21.1,152.642639,22,"U/N Reef","HPZ",905.48,"BR, CC","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.1,NA,NA,NA,"fished",298.989318847656,0.459468364475643
"21-282","R3035",21.1,152.656105,23,"U/N Reef","HPZ",273.55,"DR, CC","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.1,NA,NA,NA,"fished",299.003204345703,0.459468364475643
"21-289A","R3054",21.2,152.575499,18,"U/N Reef","HPZ",1336.18,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.2,NA,NA,NA,"fished",298.868743896484,0.874006484838443
"21-290","R3053",21.2,152.522331,17,"U/N Reef","HPZ",480.13,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.2,NA,NA,NA,"fished",298.865234375,0.874006484838443
"21-294","R3068",21.3,152.596448,14,"U/N Reef","MNPZ",1012.38,"BR","2009",2009,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","protected","fished",2003,6,NA,NA,NA,NA,"young reserve",21.3,NA,NA,NA,"fished",298.757904052734,1.06616750874461
"21-296","R4454",21.35,152.54691,19,"U/N Reef","MNPZ",600.33,"BR","2009",2009,"AH","18/12/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","protected","fished",2003,6,NA,NA,NA,NA,"young reserve",21.35,NA,NA,NA,"fished",298.709442138672,0.481315577763969
"21-297C","R4453",21.35,152.521573,18,"U/N Reef","MNPZ",20.21,"BR","2009",2009,"AH","18/12/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",21.35,NA,NA,NA,"protected",298.709442138672,0.481315577763969
"21-302","R4590",21.43,152.580251,1,"U/N Reef","HPZ",453.89,"BR","10/04/13",2013,"AH","23/05/14",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,4,"autumn",NA,NA,"fished",21.43,NA,NA,NA,"fished",298.595062255859,1.34590666256043
"21-305","R3093",21.5,152.571734,14,"East Cay Reef","HPZ",886.19,"BR","10/04/13",2013,"AH","23/05/14",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,4,"autumn",NA,NA,"fished",21.5,NA,NA,NA,"fished",298.544097900391,1.34590666256043
"21-307","R4466",21.55,149.488762,1,"U/N Reef","HPZ",534.93,"NH","2005",2005,"AH","16/01/13",0,"21-309","HPZ","54.6",2.76,"21-308","HPZ",150.01,1.88,"21-340","HPZ",88.51,2.78,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,"imagery used in analysis","no halos","fished",21.55,0,NA,0,"fished",297.831024169922,1.02972829076711
"21-308","R3095",21.6,149.483245,2,"Temple Island Reef","HPZ",150.01,"NH","26/05/05",2005,"AH","4/10/11",1.2,"21-309","HPZ","54.6",0.55,"Temple Shoal","HPZ",88.51,0.29,"21-307","HPZ",534.93,1.91,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,5,"autumn","imagery used in analysis","no halos","fished",21.6,0.342422680822206,NA,0,"fished",297.809631347656,1.14111436929793
"21-309","R3094",21.6,149.469833,1,"U/N Reef","HPZ",54.6,"DR","2005",2005,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.6,NA,NA,NA,"fished",297.809631347656,1.14111436929793
"21-310","R4475",21.65,149.441816,1,"U/N Reef","HPZ",212.26,"NP","2010",2010,"AH","16/01/13",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.65,NA,NA,NA,"fished",NA,1.14111436929793
"21-317","R3081",21.5,149.77746,2,"Ferdinand Shoal","MNPZ",126.84,"DR","2005",2005,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","protected","fished",2003,2,NA,NA,NA,NA,"young reserve",21.5,NA,NA,NA,"fished",297.990692138672,-0.0985149226056056
"21-320","R3082",21.5,149.824779,3,"Tupper Shoal","MNPZ",506.05,"DR","2005",2005,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","protected","fished",2003,2,NA,NA,NA,NA,"young reserve",21.5,NA,NA,NA,"fished",298.022644042969,-0.0985149226056056
"21-322","R3097",21.6,149.641992,4,"Yaralla Shoal","MNPZ",1105.4,"DR","2005",2005,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","protected","fished",2003,2,NA,NA,NA,NA,"young reserve",21.6,NA,NA,NA,"fished",297.837524414062,0.284889096407725
"21-326","R3103",21.6,149.870991,10,"Kilgour Shoal","HPZ",188.77,"DR","2000",2000,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.6,NA,NA,NA,"fished",297.953338623047,0.246793186122509
"21-327","R3099",21.6,149.772749,6,"Wallace Reef","HPZ",13.89,"DR","2005",2005,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.6,NA,NA,NA,"fished",297.897033691406,0.246793186122509
"21-331","R3102",21.6,149.863984,9,"Bluff Island Reef","HPZ",32.19,"DR","2000",2000,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.6,NA,NA,NA,"fished",297.953338623047,0.246793186122509
"21-333","R3101",21.6,149.825993,8,"Treble Reef","HPZ",24.56,"DR","2000",2000,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.6,NA,NA,NA,"fished",297.923492431641,0.246793186122509
"21-334","R3100",21.6,149.784418,7,"Curlew Reef","HPZ",56.42,"DR","6/05/04",2004,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,5,"autumn",NA,NA,"fished",21.6,NA,NA,NA,"fished",297.897033691406,0.246793186122509
"21-337","R3098",21.6,149.766479,5,"Pearl Shoal","HPZ",428.01,"DR","2005",2005,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.6,NA,NA,NA,"fished",297.897033691406,0.246793186122509
"21-340","R3096",21.6,149.505714,3,"Temple Shoal","HPZ",88.51,"NP","26/05/05",2005,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,5,"autumn",NA,NA,"fished",21.6,NA,NA,NA,"fished",297.81201171875,0.347460925851933
"21-341","R4476",21.65,149.664034,2,"Edwards Shoal","HPZ",238.19,"BR","2005",2005,"AH","16/01/13",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.65,NA,NA,NA,"fished",297.820159912109,0.284889096407725
"21-342","R4477",21.65,149.830509,3,"Blackbird Shoal","HPZ",94.55,"BR","2000",2000,"AH","16/01/13",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.65,NA,NA,NA,"fished",297.879638671875,0.246793186122509
"21-346","R3112",21.7,149.672439,2,"Paxton Shoal","HPZ",82.75,"DR","2005",2005,"AH","5/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.7,NA,NA,NA,"fished",297.789916992188,0.376710904332667
"21-347","R3111",21.7,149.53879,1,"Torch Shoal","HPZ",282.03,"DR","2005",2005,"AH","5/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.7,NA,NA,NA,"fished",297.760345458984,0.38501074405758
"21-349A","R3113",21.7,149.898764,3,"Smythe Shoals","MNPZ",651.87,"DR","2000",2000,"AH","5/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","protected","fished",2003,0,NA,NA,NA,NA,"young reserve",21.7,NA,NA,NA,"fished",297.863708496094,0.337259475821571
"21-349B","R4491",21.75,149.834677,2,"Emily Patches","MNPZ",540.66,"BR","2004",2004,"AH","16/01/13",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","protected","fished",2003,1,NA,NA,NA,NA,"young reserve",21.75,NA,NA,NA,"fished",297.803192138672,0.337259475821571
"21-351","R4490",21.75,149.566993,1,"Stony Shoal","HPZ",407.27,"BR","2005",2005,"AH","16/01/13",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.75,NA,NA,NA,"fished",297.742736816406,0.38501074405758
"21-358B","R4497",21.85,149.541092,1,"Sandy Shoal (South)","HPZ",102.15,"DR","2003",2003,"AH","16/01/13",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.85,NA,NA,NA,"fished",297.698760986328,1.01592059614531
"21-361","R4498",21.85,149.625422,2,"North Patch","HPZ",131.4,"BR","2003",2003,"AH","16/01/13",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.85,NA,NA,NA,"fished",297.706970214844,0.588677011581884
"21-364","R3133",21.9,149.872417,1,"Lake Shoals","MNPZ",974.89,"DR","2004",2004,"AH","5/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","protected","fished",2003,1,NA,NA,NA,NA,"young reserve",21.9,NA,NA,NA,"fished",297.731750488281,0.692366246923487
"21-369","R4508",21.95,149.725681,2,"Middle Shoal","MNPZ",215.17,"BR","2003",2003,"AH","17/01/13",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","protected","fished",2003,0,NA,NA,NA,NA,"young reserve",21.95,NA,NA,NA,"fished",297.680084228516,0.86925131735734
"21-370","R4507",21.95,149.659884,1,"Beware Reef","HPZ",134.19,"BR","2003",2003,"AH","17/01/13",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",21.95,NA,NA,NA,"fished",297.676544189453,0.857068042546441
"21-375","R4509",21.95,149.830935,3,"Holt Shoal","MNPZ",569.74,"BR","2004",2004,"AH","17/01/13",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","protected","fished",2003,1,NA,NA,NA,NA,"young reserve",21.95,NA,NA,NA,"fished",297.692993164062,0.830869547840709
"21-380","R3141",22,149.848584,1,"Park Shoal","MNPZ",1196.19,"DR","2004",2004,"AH","5/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","protected","fished",2003,1,NA,NA,NA,NA,"young reserve",22,NA,NA,NA,"fished",297.671783447266,0.943044008768152
"21-386","R4592",21.52,150.257991,1,"Pine Peak Reef","MNPZ",51.74,"BR","2000",2000,"AH","23/05/14",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","protected","fished",2003,0,NA,NA,NA,NA,"young reserve",21.52,NA,NA,NA,"fished",298.292785644531,-0.476063756984102
